artist_id,handle,location,country,birth_date,real_name,website,info,alive,deleted
132,Boz,,gb,,Alistair Bowness,,,1,0
133,Brainbug,,no,,Rainer Nielsen,,,1,0
134,Brainbuster,,no,,Alexander Stenhjem,,,1,0
136,Brave New Music,,,,,,,1,0
137,Breeze,,se,,Henri Hurtig,,,1,0
139,Brian Caos,,dk,,Brian Pedersen,,,1,0
140,Brian Johnston,,gb,,,,,1,0
142,Britelite,,fi,,Peter Halin,,,1,0
143,Brk,,,,,,,1,0
144,Brothomstates,,fi,,Lassi Nikko,,"When moving from trackers and the demoscene on to commercial music endeavours, Lassi Nikko (a.k.a. Dune) donned the stage name Brothomstates (initial capitalization brothomStates). In the beginning it also functioned as a band name for cooperations and live appearances encompassing fellow musicians such as Mikko Karvonen (a.k.a. Yolk, a.k.a. Crankshaft). The Brothomstates name was also used on the Finnish electronic jazz band RinneRadio's remix album ""B"" by Nikko's Orange group mate Veikka Erkola (a.k.a. Sulphur, a.k.a. Ercola), who has also acted as a producer for RinneRadio.",1,0
145,Brouil,,,,,,,1,0
146,Bruderliebe,,de,,,,,1,0
147,Bruno,,fi,,Jussi Pietilä,,R.I.P. http://www.bitfellas.org/page.php?155,0,0
148,Buddy Bologna,,,,,,,1,0
149,Bud!,,,,,,,1,0
150,Bug,,no,,Stein Erik Giske,,"R.I.P

""Previous member Bug (Stein Erik Giske, ex Subway, re Network, 11/90-) tragically died this [1994 or 1995] year, after spending some time at a mental institution. ""

Source [url=http://www.exotica.org.uk/wiki/Razor_1911#Old_Razor_1911_2]ExoticA[/url]

A comment on Pouet says:
Stein Erik Giske aka Bug/Subway,Razor 1911 was killed in 1992 as a result of a car accident, and not suicide",0,0
151,Bugboy,,,,,,,1,0
152,Buggs,,,,,,,1,0
153,Bugi,,,,,,,1,1
154,Bug Vindicator,,fr,,Laurent Cerf,,,1,0
155,Bullboy,,,,,,,1,0
156,Bullet Proof Sounds,,,,,,,1,0
157,B-Toven,,dk,,,,,1,0
158,C97,,pl,,Cezary $rednicki,,,1,0
159,Cadra,,nl,,Casper van der Stelt,,,1,0
160,Alec Empire,,,,,,,1,0
161,Cannon,,,,,,,1,0
162,Capsule,,,,,,,1,0
163,Captain,,fi,,Markus Kaarlonen,,"Captain is currently 1/3 of the band Poets of the Fall - a finnish rock band.

Check them out at:
http://www.poetsofthefall.com/
http://www.youtube.com/user/PoetsOfTheFallBand",1,0
165,Carebear,,fi,,,,,1,0
166,Carlos,,hu,,Gábor Csordás,,if you like songs with heavy modulation and a jazzy flow then give Carlos a try.,1,0
168,Cartoon,,no,,Andre Fevang,,,1,0
170,Case Ign,,,,,,Dupe of [artist]4693[/artist],1,1
171,Catspaw,,us,,Andrew Nissley,,,1,0
173,C.C. Catch,,us,,Kenny Chow,,,1,0
174,Cecil Paladin,,,,,,,1,0
175,Cedyń,"Częstochowa, Silesian Voivodeship",pl,,Marcin Czartynski,,Aka Goaman,1,0
176,Celestial dawn,,,,,,,1,0
177,Celsius,,ch,,Neil Gaeggaler,,Now using Renoise. http://www.youtube.com/user/shaypah,1,0
178,Celtic,Gelnhausen,de,,Sven Lahann,,,1,0
179,Cemik,,se,,Carl Waern,,,1,0
181,Ceniq,,,,,,,1,0
182,Chanel5,,fi,,Eero Lempinen,,,1,0
183,Chavez,,fi,,Tommi Lauri Juhani Arrela,,,1,0
184,Cheezy,,,,,,,1,0
186,Chilli Choc,,de,,,,,1,0
188,Chimera,,au,,Jonathan Gage,,,1,0
189,Chimera mv,,,,,,,1,0
190,Chipper,,fi,,Pasi Seppälä,,,1,0
191,Chisel,,,,,,,1,0
192,Choice,,no,,Sondre Kleveland,,,1,0
193,Chorus,,dk,,Mikkel Ploug Petersen,,,1,0
194,Chotaire,,de,,,,,1,0
195,Chris,,fi,,Tuomas Toikkanen,,,1,0
197,Christian Mæland,Bergen,no,,,,"Former handles: Boomerang, Spacedance, Coldcut and Chris Meland.",1,0
199,Christian Leuenberg,,,,,,,1,0
201,Christian mlk,,,,,,,1,0
202,Christian Zwang,,,,,,,1,0
203,Chris Glaister,,,,,,,1,0
204,Chris Holm,,,,,,,1,0
205,Chris Hülsbeck,,de,,,,"Chris Hülsbeck is an acclaimed composer and sound designer working in the video games industry for well over 20 years. Having provided high quality music and sound for over 75 projects, Chris made himself a name not only with the fans, but also as a trusted contractor. He can create full orchestral scores and electronic compositions as well as many other music styles. Credits include projects like the Star Wars Rogue Squadron Series, Turrican, Tunnel B1, Extreme Assault and Symphonic Shades, a 70 minutes full orchestral concert and CD release covering Hülsbeck's work of 20+ years.

Born 1968 in Kassel / Germany, Chris Hülsbeck found himself dedicated to music at a very young age and started piano lessons with his Grandmother, a well respected piano teacher. Soon after he composed his first original music pieces. At age 14 he got his first computer, the legendary Commodore 64, and started to learn various programming languages while still playing and composing music. A few years later he won the first prize in a computer-music contest hosted by a famous German computer magazine. This was the beginning of his career as a professional composer for computer and video game soundtracks.",1,0
206,Chris Jarvis,,au,,,,,1,0
207,Chromag,Nordhorn,de,,,,"Photo & real name removed by request from Chromag, please do not re-add.",1,0
208,Chrylian,,fr,,Cyril Jegot,,,1,0
210,Chuck Dodgers,,,,,,,1,0
211,Rico,,se,,,,,1,0
212,Cicalone,,,,,,,1,0
213,Ciccilleju,,it,,,,,1,0
214,Cicilleju,,it,,Francesco De Giorgio,,,1,0
215,Circle,,no,,,,,1,0
216,CJ Imperium,,,,,,,1,0
217,Claw,,se,,Jan Almqvist ,,,1,0
218,Clawz,"Savigny-sur-Orge, Paris",fr,,Mathieu Berthaud,,,1,0
220,Claytonmick,,,,,,,1,0
221,Clint,,fr,,,,,1,0
222,Cliver and DJ Bars,,,,,,,1,0
223,Cloaked Alien,,se,,Daniel Gustafsson,,,1,0
224,CNCD,,fi,,,,"Finnish demoscene musicians [artist]503[/artist], [artist]298[/artist], [artist]511[/artist] and [artist]332[/artist] have released music on CD under the name CNCD.

Nectarine Demoscene Radio has CNCD's written permission to broadcast their tracks. /raina 2009-10-30",1,0
225,Cocaine,,de,,,,,1,0
226,Codec,,se,,Andreas Hedman,,,1,0
227,Codex,,no,,Jo Gunnarshaug,,,1,0
228,Codi and you,,,,,,,1,0
229,Coma,,se,,Daniel Johansson,,,1,0
230,Compod,,pl,,Roman Majewski,,,1,0
231,Conceptor,,,,,,,1,0
232,Connor,,,,,,,1,0
233,CONS,,de,,Raphael Ludwig,,,1,0
234,Con,,,,,,,1,0
235,Contagion,,,,,,,1,0
236,Contrast,,,,,,,1,0
237,Coocane,,de,,,,,1,0
239,Cordis,,dk,,Staffan Werge,,,1,0
240,CoreTex,,se,,Jonathan Vrålstad,,,1,0
241,Corge,,,,,,,1,0
242,Cosmic Trance,,nl,,Christian Stammen,,,1,0
243,Counterpoint,,ca,,Matthew McLellan,,,1,0
244,Count Zero,,gb,,Nic Alderton,,,1,0
246,Crazy,,,,,,,1,0
247,Cream,,,,,,,1,0
248,Croaker,,fi,,Jaakko Iisalo,,,1,0
249,Crud,,fi,,Ville Eriksson,,,1,0
250,Crux,,fi,,Miska Natunen,,,1,0
252,Crystal Score,,nl,,Maarten van Strien,,,1,0
254,!cube,,fi,,Toni Lönnberg,,,1,0
255,Cubico,,,,,,,1,0
257,Cutcreator,,dk,,Allan Abildgaard Kirkeby,,,1,0
258,Cyanid,,,,,,,1,0
259,Cybelius,,fi,,Johannes Tiusanen,,,1,0
260,Cyborg Jeff,,be,,Pierre Martin,,,1,0
267,Cyclone,,ca,,Stefan Xenos,,,1,0
268,Cygnes,,,,,,,1,0
269,Cyn,,,,,,,1,0
270,Cyrex,Eindhoven,nl,,Erik Rijshouwer,,,1,0
271,Cytron,,gb,,Rune Stamselberg,,,1,0
272,CZ Tunes,,de,,Chris Z.,,"[url=http://www.youtube.com/user/Willyboycat]YouTube channel[/url]
[url=http://www.myownmusic.de/artistpage_info.php?artist_id=112278]MyOwnMusic.de profile[/url]
",1,0
273,d0d0,,,,,,,1,0
274,Daddy Freddy,Pori,fi,,Samuli Kärkiluoma ,,,1,0
275,Daf Sound,,,,,,"Not to be confused with Daf from the C64 scene :) 
FishGuy876",1,0
276,Dafrenz,,,,,,,1,0
277,Danalog,,,,,,,1,0
278,Danko,,se,,Tomas Danko,,,1,0
279,Danny Oneway,,DE,,Tobias Bonnke,,"formerly a gfxman, later coder and allrounder",1,0
280,Dany Carpentier,,,,,,,1,0
282,Dan Tootill,,gb,,,,,1,0
283,Dark,,,,,,,1,0
284,Darkhalo,,us,,Josh Barnett,,,1,0
285,Dark Angel,,de,,Frank Lautenbach,,,1,0
286,Dark Sourcerer,,,,,,,1,0
287,Darren izzard,,,,,,,1,0
288,Dascon,Oberhausen,de,,Bernd Hoffmann,,,1,0
289,DaTucker,,nl,,Jarno Beumer,,,1,0
290,Uncle Art,Scarborough,gb,,Dave Lowe,,"Uncle Art make full-scope artistic music composition for artist placement, film, TV, gaming and theatre.

The production company is a family affair, run by the father and daughter team of David Lowe and Holly Jazz Lowe. David is renowned in the field of music composition and programming thanks to his work with some of the biggest names in the video game industry from the 80s and 90s. He is a musician, singer and songwriter in his own right and has been a professional live musician since the age of 15. In recent years he has honed his mixing and studio skills and now works as a producer and mix producer.

Holly is a professional pianist and singer and also works as a session singer and musician on a variety of professional projects. She was signed to Mercury Records aged 17 as a solo artist and songwriter and recorded an album for international release, since then she used her experience and money to purchase and invest in the recording and production studio that lives on under the name of Uncle Art Music today. She can always be found behind a keyboard or a mixing desk, trying out new ideas and fresh musical interpretations.

David and Holly work closely together in composition, arrangement and production. Between them they cover almost every type of instrument and style. David's decades of experience match perfectly with Holly's expert knowledge of contemporary songwriting, and the between the two of them there's hardly a single aspect of music that isn't covered.",1,0
291,David Filskov,,,,,,,1,0
292,David Whittaker,,gb,,,,,1,0
293,Daxx909,,,,,,,1,0
295,Da Gany Boe,,,,,,,1,0
296,db,,fi,,Tero Vedenoja,,,1,0
297,Db and biotek,,,,,,,-1,1
298,Dean,,fi,,Mikko Lipiäinen,,,1,0
299,Deansdale,,hu,,,,,1,0
300,deathy,,nl,,,,,1,0
301,Decibel Overload,,,,,,,1,1
302,Decker,,no,,Ole-Jakob Berge,,,1,0
303,Ded Silence,,us,,Josh,,,1,0
304,Deelite,,se,,Henrik Bertilsson,,,1,0
306,Deetsay,,fi,,Tero Heikki Mäyränen,,,1,0
307,Deflex,,,,,,,1,0
308,Delerious,,,,,,,1,0
309,Deload,,de,,Thomas Kluck,,,1,0
310,DeLorean,,fi,,Sakari Hannula,,,1,0
311,Delos,,,,,,,1,0
312,Delta,,,,,,,1,0
313,Delta X,,no,,Gunnar Colbjørnsen,,,1,0
314,Demon,,,,,,,1,0
315,Denizen Devade,,,,,,,1,0
316,Deviator,,,,,,,1,0
317,Devilock,,de,,Peter Siekmann,,,1,0
318,DHS,,it,,Carlo Demichelis,,Read the [url=http://www.remix64.com/interview_dhs_of_the_soundwavers.html]Interview[/url] if you want to know some things about this guy.,1,0
319,Diablo,,dk,,René Bidstrup,,,1,0
320,Dice,,dk,,Klaus Mulvad Nielsen,,,1,0
321,Digicrystal,,,,,,,1,0
322,Digistorm,,nl,,Remko Brugmann,,,1,0
324,Digit,,se,,,,,1,0
325,Digital Sanyo,,ca,,Stéphane Martel,,,1,0
326,Dime,,fi,,Antti Vesa Jaakko Mustakallio,,,1,0
327,Dim,,,,,,,1,0
328,DipA,,it,,Davide Di Pasquale,,,1,0
329,Dir Lay,,,,,,,1,0
330,Discofrillorna,,,,,,,1,0
331,Distance,,fi,,Esa Juhani Ruoho,,,1,0
332,Dizzy,,fi,,Juha Kujanpää,,,1,0
333,Diz x and scorp,,,,,,,1,0
334,Djamm,,fr,,Reynald Deliens,,,1,0
336,DJ Arcas,,,,,,,1,0
337,DJArtz,Helsinki,fi,,Ari Pulkkinen,,"As a music and audio professional, Ari Pulkkinen has gained the deep knowledge and specialized in the field of music and sound design in game industry. His work as a composer, sound designer as well as music and audio producer has left a memorable mark in many productions and independent projects. As a side dish, Ari’s experience in game producer, designer and concept writer comes in handy along with the slick skill to produce design for trailers and in-game cinematics, including vocal directing.

The Finnish demoscene and mod tracker background was fundamental to Ari’s work. After the years of making music just as a hobby, he was hired to Frozenbyte Inc. in 2003 to make his first commercial product, Shadowgrounds (PC) game (2005) sound design and Original Soundtrack which became an instant cult classic for many gamers. For the educational point of view, diplomas in Professional audio design and producing, Further Education for Producers and Leads of the Finnish Game Industry with Adulta and Music Technology with high valued finnish institution, Sibelius Academy are the proof of talent in black and white.

The actual professional quantum leap for Ari was his five year long career as an in-house Audio Director with Frozenbyte, Inc. working as composer, sound designer and even a writer & designer with the games like Jack Claw Demo (Multiplatform) and Shadowgrounds Survivor (PC/2007) and outsourced to make the highly popular Super Stardust HD (PS3/2007). Now after 8 years of professional work in game industry, Ari has been making games likeTrine (PS3/PC), Angry Birds franchise (multiplatform), Dead Nation (PS3), Outland (PS3/360) and Bike Baron. Ari’s recently published games are Trine 2, Super Stardust Delta, Trine 2 The Goblin Menace and Angry Birds Trilogy and the latest one Resogun for PS4. These games have received rave reviews and praise for their soundtracks and sound design. Ari is currently working with various games and other really interesting projects.",1,0
338,DJB,,au,,Dwayne Bakewell,,,1,0
339,DjLizard,,us,,,,,1,0
341,Dj belsebub and stomlord,,,,,,,1,0
342,DJ BKDV,,,,,,,1,0
343,Dj coma,,,,,,,1,0
344,DJ Dexter,,,,Stefan Hoepner,,,1,0
345,DJ Flava,,,,,,,1,0
346,DJ Joge,,fi,,Jouko Karhula,,Awesome composer from Finland!,1,0
347,DJ Lafpad ft Anita M,,,,,,,1,0
348,DJ Larry,,,,,,,1,0
349,Dj ronto,,,,,,,1,0
350,DJ Tobi,,,,,,,1,0
351,DJ Yann,,,,,,,1,0
352,Dk9,,,,,,,1,0
354,Dma-Sc,,fr,,Mathieu Stempell,,,1,0
355,DNA-Groove,,il,,Eliran Ben Ishai,,,1,0
356,Doc,,,,,,,1,0
357,Doclands,,fr,,Cyrill Payet,,,1,0
358,Doc Holiday,,de,,Frank Moennix,,,1,0
359,Doh,,fr,,Nicolas de Les-Essarts,,,1,0
360,Doj,,de,,Dirk Jagdmann,,,1,0
361,Doker,,se,,Micke Norberg,,,1,0
362,Dominei,,no,,Reid Hauke Tønnesen,,,1,0
363,Domm,,de,,Dominik Bohn,,,1,0
364,Don Cato,,no,,Werner Berg,,,1,0
365,DOS,,hu,,Andor Cseh,,,1,0
366,Dracos,,,,,,,1,0
367,Dragonfly,,se,,Anders Christiansson,,"Dragonfly has existed in its current form since 1999, working as an independent musician and contractor for video games and electronic music production companies and local artists. Besides his affiliation with the video game industry, Anders also runs the private audio production company Nightside Studios (www.nightside.se).",1,0
368,Drax,Aalborg,dk,,Thomas Mogensen,,"Handlestory :
""Now, please promise not to laugh... My first handle was in fact Wolfman. Yeah, I know it sounds pretty lame but I guess I'm excused since I was only 11-12 years when I took it. My brother Ole (Pet) is still teasing me with it! I later changed my handle to Drax which isn't much better, but who cares? I have had that handle since 1988-89 and it was Tiger of Noise who suggested it, I guess I just thought: ""Yeah, hmmm... why not?""

Trivia :
Thomas started making music on the C64 in 1988. He joined Vibrants in 1989 as the third member, and immediately started using JCH music-editor V2.53. He composed almost 1000 tunes on the C64 alone, but he has also composed music for other computer formats. In 1996, he joined Maniacs of Noise.

""My brother Ole, being a total computer geek, have definitely influenced me - yeah, that's right, I blame it on you, thank you very much! ;) I remember him programming demos, making graphics, composing music and also some swapping. The music-making especially caught my attention and I started trying out Soundmonitor V1.0 and Rob Hubbard's player in a monitor. I still wonder where my tunes in Hubbard's driver are. My brother was a member of a local group together with Tiger and he played some of my music and Tiger was pleasantly surprised and told me that Bones was looking for a musician. I then sent some music to Max/Bones, he liked it and asked me to join - and I did. Later I joined Noise and after that several other groups.""

""My proudest moment was when I joined Maniacs of Noise. Jeroen Tel contacted me in 1996 and asked if I was interested in being a MoN member. Since MoN was my absolute favourite group, I didn't hesitate for a moment and joined.""

[url]http://noname.c64.org/csdb/scener/?id=16[/url]",1,0
370,Dreamer,,pl,,Andrzej Dragan,,,1,0
371,Dreamfish,,gb,,Ian Ford,,,1,0
372,Flinx,,gb,,Ian Jolly,,,1,0
373,Drift,,it,,,,,1,0
374,Drizzt,,,,,,,1,0
375,Drj,,,,,,,1,0
376,Drte,,,,,,,1,0
377,Dr acid,,,,,,,1,0
378,Dr. Awesome,,no,,Bjørn Lynne,,Also used 'Divinorum' as alias,1,0
379,Dr Iceman,,,,,,,1,0
380,DSX Design,,pl,,Andrzej Sikorski,,,1,0
381,Dt,,,,,,,1,0
382,Duke,,de,,Boris Bertelsons,,,1,0
383,Dune,,fi,,Lassi Nikko,,,1,0
384,Dunkelbunt,,,,,,,1,0
385,dUpLo,,,,,,,1,0
386,Dustbin,,it,,Stefano Palmonari,,,1,0
388,Dvd and sml,,,,,,,1,0
389,Dwiiezle,,,,,,,1,0
390,Dynamic,,se,,Martin Collin,,,1,0
391,Dynamix,,nl,,Joost,,,1,0
393,d-Zire,,se,,David Johan Elfström,,,1,0
394,Ecco,,,,,,,1,0
395,Echo,,gb,,Graham Gray,,,1,0
396,Ec Rider,,de,,,,,1,0
397,Edge,,fi,,Kalle Kaivola,,,1,0
398,Edzes,,no,,Andreas Skaarung,,http://www.myspace.com/edzes,1,0
399,Egman,,,,,,,1,0
400,eha,,de,,Erik Hellbing,,,1,0
401,Einstein,,dk,,Poul Peder Hestbek,,,1,0
402,Elektro,,fi,,Timo Laitinen,,,1,0
403,Ellipse,,,,,,,1,0
404,Elmar,,,,,,,1,0
406,Elohim,,,,,,,1,0
407,Elt,,,,,,,1,0
408,Elwood,Pirkkala,fi,,Jussi-Matti Salmela,,,1,0
409,El Loco,,no,,Harald Venes,,,1,0
410,Emax [de],,de,,Benni Pedersen,,,1,0
411,EMI,,no,,Ronny H. Hollevik,,,1,0
412,Em Cee,,,,,,,1,0
413,Eos,,,,,,,1,0
414,Erek,,,,,,,1,0
415,Aix,,fr,,Eric Delos,,,1,0
416,Eric lyden,,fi,,,,,1,0
417,Polynominal,,fr,,Eric Pochesci,,,1,0
418,Escape,,,,Gerd Bahl,,,1,0
419,Esem,,BG,,George Marinov,,,1,0
420,Esion,,fr,,Eric Fuster,,"R.I.P. (between september 6th and october 23rd 2009)
http://aretesdepoisson.free.fr/esion.html",0,0
421,Estrayk,,es,,Carlos del Alamo,,,1,0
422,Etromic,Hejőkeresztúr,hu,,Batta Ádám,,"Tracking since December 10, 2012",1,0
423,Evrimsson,,us,,Evrim Sen,,,1,0
424,Excellence in Art,,se,,Per Almered,,,1,0
425,Fabian,,nl,,Rutger Hoedemakers,,,1,0
428,Facet,,nl,,Martijn van Meel,,"Ex.Handles: Zoef, Billy, Ato",1,0
429,Fahruz,,,,,,,1,0
430,Fairlight,,ca,,Sylvain Martel,,,1,0
431,Fajser,,se,,Henrik Sundberg,,,1,0
432,Falcon,,pl,,Jacek Dojwa,,,1,0
433,Farook,,gb,,,,,1,0
434,Fash,,se,,Johan Persson,,,1,0
435,Fate,,,,,,,1,0
436,FBY,,it,,Fabio Barzagli,,,1,0
438,Fcs And Rock,,fi,,,,,1,0
439,FeekZoid,,gb,,Paul Hannay,,,1,0
440,Felix Lindgren,,se,,,,,1,0
